Brand,Model,Year,Mileage_kmpl,Engine_CC,Horsepower,Fuel_Type,Transmission,Owner_Type,Color,City,Kms_Driven,Insurance_Valid,Service_History,Accidents,Tax_Paid,Number_of_Doors,Seats,Registration_Age,Price
Volkswagen,Taigun,2021,20.26692242,,156.7613627,Petrol,Automatic,Third,Grey,Bangalore,39572,0,1,0,1,4,5,4,828108.9664
Skoda,Kushaq,2001,,997.5292612,80.89828204,,Automatic,Second,Blue,Mumbai,3294288,1,0,1,1,4,5,24,200000
Volkswagen,Virtus,2006,14.42678725,1980.952384,205.0636302,Petrol,Manual,Second,Red,Kolkata,453872,1,1,0,1,5,2,19,577672.6787
Volkswagen,Virtus,2017,25.65519871,1895.47854,148.7923247,Petrol,Manual,Second,White,Bangalore,179160,1,1,0,1,5,4,8,868266.5804
Ford,Endeavour,2016,,1782.176384,125.9160887,Petrol,,Second,White,,45468,1,1,0,1,5,7,9,1116748.945
Mahindra,XUV700,2011,18.46527801,1680.863141,125.0100704,Petrol,Automatic,Second,Brown,Bangalore,79450,1,1,1,1,4,7,14,266665.3161
Mahindra,Scorpio,2023,15.85131873,1602.85264,129.7608873,Diesel,Manual,First,,Hyderabad,10110,1,1,0,1,5,5,2,995931.2272
Kia,Carens,2002,17.32589247,1519.240082,153.8672811,Petrol,Manual,First,White,Ahmedabad,195155,1,1,0,1,2,5,23,50000
Toyota,Yaris,2022,19.74633543,,191.126415,,Automatic,Second,Brown,Hyderabad,24744,1,1,0,1,2,5,3,1298085.38
Ford,Endeavour,2004,17.35217305,2196.554956,186.7786609,Diesel,Automatic,Second,,Kolkata,446250,1,0,0,1,4,5,21,216974.8775
Toyota,Camry,2003,15.00646789,,89.86793592,Diesel,Manual,Second,White,Kolkata,257136,1,1,0,1,4,5,22,950504.2669
Mercedes,GLA,2023,20.55948394,2200.975075,190.356531,Electric,Automatic,Second,Black,Pune,12490,1,1,0,1,4,5,2,3987471.7
Tata,Nexon,2013,18.02001185,2047.9859,177.1888125,Diesel,Automatic,Second,Silver,Ahmedabad,138432,1,0,0,1,4,5,12,782011.9295
Honda,Amaze,2014,18.42950046,1166.3705,56.69364882,Petrol,,Second,Black,Delhi,122463,1,1,0,1,5,5,11,788447.7402
Kia,Seltos,2007,23.14680947,1364.495167,128.1000388,Petrol,Manual,First,White,Pune,278604,1,1,0,1,5,5,18,253387.3824
Mahindra,Bolero,2008,19.53960457,1292.625833,81.92173091,Diesel,Manual,First,Blue,Hyderabad,269535,1,1,0,1,2,5,17,392066.4086
Honda,Amaze,2019,14.11974677,1042.432693,68.62785286,Diesel,Automatic,First,Blue,Kolkata,131694,1,1,0,1,4,7,6,1230000.005
Tata,Nexon,2012,17.70312042,,150.095502,Diesel,Manual,Second,,Bangalore,129584,1,1,1,1,4,5,13,318166.8928
Audi,Q3,2006,14.27932741,1236.713577,64.2435032,Diesel,Manual,Second,Red,Ahmedabad,151221,1,1,1,1,4,5,19,1461597.359
Ford,Endeavour,2022,14.0990867,2069.233653,171.4234771,Petrol,Manual,Second,Black,Delhi,74217,1,0,0,1,4,7,3,1409717.788
Nissan,Magnite,2013,,1541.273716,100.2524988,Petrol,Manual,First,Blue,Mumbai,176472,1,1,0,1,4,5,12,993200.3006
Audi,A4,2008,21.99920406,1975.710935,168.3791637,,Automatic,Third,Grey,Ahmedabad,193511,1,0,0,1,4,7,17,1819465.823
Volkswagen,Taigun,2010,16.27282166,1178.090917,89.13674014,Diesel,Manual,Second,Brown,Chennai,120765,1,1,0,1,4,7,15,851369.4811
Honda,Civic,2011,13.06731803,1475.787018,101.9475075,,Manual,Second,White,Pune,123256,1,1,0,1,5,5,14,1023361.223
Hyundai,Creta,2007,20.33368222,1665.424277,130.3988045,Hybrid,Manual,Second,Silver,Pune,418482,1,1,0,1,4,5,18,240677.6526
Tata,Punch,2018,14.93153026,1667.683881,,Petrol,,First,Red,Bangalore,154763,0,1,0,1,5,5,7,1140446.823
Mercedes,GLA,2012,16.33824551,1303.39369,117.1356574,CNG,Automatic,Third,Brown,Mumbai,243451,1,0,0,1,5,5,13,3358795.18
Honda,City,2000,15.62766721,925.9096102,57.39029425,Petrol,Manual,First,Silver,Kolkata,326850,1,0,0,1,5,5,25,262178.7814
Honda,Civic,2004,15.13631492,1326.676509,109.6271963,Petrol,Manual,Second,Brown,Pune,276612,1,1,0,1,5,7,21,50000
Audi,Q5,2015,9.390240892,1344.525203,96.44095186,Petrol,Automatic,First,Red,Delhi,165380,1,1,0,1,4,4,10,2054202.864
Mahindra,Scorpio,2012,17.46254038,1453.711719,131.6047132,Petrol,Automatic,First,Grey,Ahmedabad,263068,1,1,0,1,4,5,13,782743.993
Ford,Figo,2024,15.27641451,1341.343758,103.0434177,Hybrid,Automatic,Fourth+,White,Hyderabad,18521,1,1,0,1,5,5,1,1362338.589
Volkswagen,Taigun,2001,19.92930412,1256.993412,101.7138918,hybridd,Automatic,First,Black,Mumbai,145896,1,0,0,1,5,7,24,303932.0354
Nissan,Sunny,2020,24.29579087,,78.85072705,Diesel,Automatic,First,Grey,Chennai,57755,0,1,0,0,5,5,5,942836.8551
Volkswagen,Taigun,2013,20.56647834,1809.252564,136.1969436,Diesel,Manual,First,Brown,Kolkata,180156,1,1,0,1,4,5,12,897350.0331
Hyundai,Creta,2011,17.71919174,800,106.3690605,CNG,Manual,First,Grey,Mumbai,264194,1,0,1,1,4,5,14,75151.95912
Toyota,Corolla,2001,15.96202215,1461.068273,,Hybrid,Automatic,First,Blue,Mumbai,396456,1,1,0,1,4,5,24,50000
Nissan,Sunny,2013,20.38629172,1004.422641,,Electric,,First,Black,Ahmedabad,117720,1,1,0,1,4,5,12,50000
BMW,X1,2017,16.51409185,1133.898446,,CNG,Manual,Second,Blue,Kolkata,54632,1,1,0,1,5,5,8,1117514.039
Tata,Nexon,2015,,,,Electric,Manual,First,Black,Mumbai,120860,1,1,0,1,4,5,10,528088.3637
Tata,Harrier,2003,17.023068,1935.203629,153.7474173,Petrol,Manual,First,White,Bangalore,373274,1,1,0,1,4,5,22,50000
Ford,Endeavour,2019,16.22579269,1199.883247,82.64728392,CNG,Automatic,First,,Pune,38988,1,1,1,0,4,5,6,999519.4526
Volkswagen,Taigun,2019,17.97202465,2117.295248,188.5239889,Petrol,Automatic,First,Silver,Mumbai,44478,1,0,0,1,4,5,6,1492590.691
Toyota,Corolla,2020,18.71587798,1246.892096,109.0022917,Diesel,Manual,First,Black,Chennai,78510,1,1,1,1,4,5,5,599823.3523
Mahindra,Scorpio,2001,9.665381987,962.2543302,71.11587122,Diesel,Manual,First,Black,Chennai,153792,1,1,0,1,4,5,24,50000
Tata,Punch,2004,18.60901641,2150.348486,187.7685618,,Manual,First,Red,Pune,211449,1,1,1,1,4,5,21,252438.6556
Mercedes,E-Class,2006,24.3220474,2024.733117,193.1563904,Petrol,Automatic,First,Grey,Bangalore,362653,1,1,0,1,4,5,19,1861314.676
Nissan,Magnite,2023,15.59899555,1952.820164,162.3058748,Petrol,,First,Grey,Bangalore,46292,1,1,1,1,4,5,2,1462543
Skoda,Kushaq,2016,25.16961942,1139.566547,97.02049715,Hybrid,Manual,First,Red,Kolkata,212553,1,1,2,1,5,5,9,359683.4057
Honda,Amaze,2001,17.48685335,,75.73956635,Petrol,,First,Black,Bangalore,213216,1,1,0,1,5,5,24,50000
Ford,EcoSport,2011,19.38924606,1708.439181,143.0902656,Petrol,Manual,First,Silver,Bangalore,317968,1,1,0,1,5,5,14,564958.0133
Honda,Civic,2016,17.33279935,2386.030348,201.307549,CNG,Manual,First,White,Mumbai,179937,1,1,1,1,5,5,9,946278.5907
Mahindra,Bolero,2022,21.81782421,1258.0051,99.39988576,Diesel,Manual,Second,Blue,,48099,1,1,1,1,4,5,3,1101701.059
Hyundai,i20,2012,9.934765977,1711.401835,102.7267736,Petrol,Automatic,Second,White,Pune,132301,0,1,0,0,4,5,13,848814.1826
Kia,Sonet,2010,17.03699637,1643.882522,156.2528058,Petrol,Automatic,First,White,Bangalore,296250,1,1,1,1,5,5,15,498238.4527
Audi,A4,2010,18.25930486,1386.016779,126.1825226,,,Second,Silver,Chennai,149100,1,1,1,1,4,5,15,1815334.835
BMW,3 Series,2004,15.88724051,1764.140831,157.6111531,Petrol,,First,Blue,Pune,407904,1,0,0,1,4,4,21,1873951.29
Mercedes,GLA,2002,11.35589613,831.7824581,107.4995588,Petrol,Manual,First,Blue,Mumbai,177905,1,1,0,1,4,5,23,2107248.652
BMW,X1,2017,18.07413851,1298.814434,159.8584461,Electric,Manual,First,Blue,Delhi,185248,1,1,0,1,4,5,8,2075395.064
Skoda,Kushaq,2023,19.66187296,1028.11948,64.75848488,Petrol,Manual,Second,Red,Bangalore,31574,1,1,0,1,5,7,2,1243384.299
Volkswagen,Virtus,2001,17.00416544,,66.03926343,Petrol,Automatic,First,Silver,Hyderabad,336360,0,0,0,1,4,5,24,50000
Toyota,Camry,2005,14.95464104,1873.368065,136.0457039,Diesel,Manual,Fourth+,Silver,Ahmedabad,256920,1,1,0,0,4,5,20,497430.0935
Honda,Civic,2016,17.77436287,1245.25212,88.45088308,Petrol,Automatic,Second,Black,Ahmedabad,173484,1,1,0,1,4,7,9,743878.6443
Kia,Carens,2021,13.23482172,1361.646232,119.1267727,Petrol,Manual,Second,Silver,Bangalore,34120,1,0,0,1,5,5,4,1713904.851
Nissan,Sunny,2021,22.34049343,1487.540242,125.832061,Petrol,Manual,First,White,Delhi,45868,1,1,0,0,4,5,4,597075.814
Mahindra,XUV700,2018,20.76373904,1685.795262,,Petrol,Manual,First,Black,Pune,143465,1,1,0,1,4,7,7,965900.7721
Honda,City,2012,19.92468433,1778.839093,127.255269,Petrol,Automatic,Second,White,Delhi,248885,1,1,0,1,4,7,13,593384.9131
Mercedes,GLA,2005,,1768.130221,121.4317126,Petrol,Manual,First,Grey,Mumbai,116220,0,0,0,1,5,5,20,2526695.221
Ford,Endeavour,2004,20.24140059,1826.477705,98.74477531,CNG,Manual,First,Silver,Ahmedabad,325374,0,0,0,1,5,5,21,50000
Honda,Civic,2017,18.83462512,1344.160158,117.8658694,Petrol,Automatic,First,Brown,Bangalore,54248,1,1,1,1,4,5,8,1260705.312
Honda,Civic,2007,12.88520572,1825.577625,170.6272946,,,Second,Silver,Hyderabad,152064,1,1,0,1,4,5,18,62961.54743
Volkswagen,Polo,2020,,1877.919374,178.2695705,Petrol,Automatic,First,Black,Delhi,28815,1,0,0,1,5,5,5,1245094.677
Mahindra,Bolero,2022,15.58471994,931.6103967,71.11195817,Hybrid,Manual,First,Black,Mumbai,51120,1,1,0,1,5,5,3,1415740.745
Audi,Q3,2000,16.68252894,1844.728273,156.9521174,Petrol,Manual,Second,Black,Bangalore,225450,1,0,2,1,4,2,25,1276855.691
Kia,Carens,2010,17.1739281,,118.6096566,Petrol,Manual,First,Black,Pune,323745,1,1,0,1,5,5,15,82213.45986
Kia,Carens,2000,26.06871857,1496.714759,124.5881825,Petrol,Automatic,Third,Grey,Mumbai,308125,1,1,1,1,4,4,25,470522.0766
Kia,Sonet,2005,13.30247532,2022.516652,159.7563521,Diesel,Automatic,Second,White,Hyderabad,115080,1,0,1,1,5,5,20,536087.0158
Mercedes,GLA,2015,15.52514355,1756.730821,119.5896786,Diesel,Manual,Second,Grey,Bangalore,137140,0,1,0,1,4,5,10,2789138.024
Toyota,Yaris,2018,20.32533255,1323.115238,89.19944205,Hybrid,Manual,First,Grey,Chennai,97167,1,0,1,1,5,7,7,244887.0142
Kia,Sonet,2011,24.73749499,2099.198729,211.7417188,CNG,Manual,First,White,Kolkata,71652,1,1,0,1,5,7,14,1376418.689
Hyundai,Creta,2011,17.53457743,1910.937562,165.5233162,Petrol,Manual,Second,Grey,Chennai,143388,1,1,2,1,4,2,14,256833.5543
Honda,Amaze,2005,16.81416204,1607.525358,134.0598661,Petrol,Manual,Second,Red,Ahmedabad,176660,0,1,1,0,4,5,20,697810.7037
Toyota,Corolla,2006,12.44639082,1890.925207,136.7773246,Petrol,Manual,First,Grey,Ahmedabad,245537,1,1,0,1,4,5,19,148875.7216
Mahindra,Bolero,2012,,1260.112348,,Diesel,Manual,First,Brown,Ahmedabad,218621,1,0,0,1,4,7,13,50000
Ford,Figo,2001,24.21436867,1580.285058,158.2019239,Diesel,,First,Blue,Ahmedabad,436344,1,1,1,1,2,5,24,50000
Audi,Q5,2021,21.10049943,2074.048395,158.0744342,Diesel,Manual,First,Grey,Pune,72276,1,1,1,1,4,5,4,2083541.034
Honda,City,2008,11.09551014,1606.056657,135.1664382,Petrol,Automatic,First,,Hyderabad,349894,0,1,1,0,5,5,17,206414.8748
BMW,3 Series,2014,19.76735512,2214.613747,147.1475214,Diesel,,First,Red,Delhi,96866,0,0,0,1,2,5,11,1160392.707
Tata,Punch,2018,13.67636182,1474.805178,122.186024,Electric,Manual,Second,Silver,Delhi,97055,1,1,0,1,4,5,7,593869.8024
Mercedes,C-Class,2001,17.50060358,1506.629301,178.1797935,Petrol,Manual,First,Red,Mumbai,240384,1,1,2,0,4,5,24,1601037.81
Honda,Amaze,2013,18.56251677,,151.1172519,CNG,Automatic,Second,Silver,Delhi,75468,1,1,0,1,4,5,12,820153.0496
Ford,Endeavour,2024,16.28854883,1992.937391,140.4279773,CNG,Manual,Second,Blue,Mumbai,18872,1,1,1,1,4,5,1,822857.9261
Audi,A4,2012,15.06396442,1798.499022,156.2381311,Petrol,,Second,Black,Kolkata,323180,0,1,0,1,4,5,13,965193.5735
Honda,Amaze,2006,17.79109286,911.70395,83.69761544,Petrol,Automatic,First,Silver,,388892,0,1,0,1,4,5,19,50000
Volkswagen,Polo,2022,18.14289776,,,Diesel,Manual,First,Red,,24243,1,1,0,1,4,5,3,1481704.954
Ford,Endeavour,2002,18.21945983,1673.07365,134.445035,Petrol,Manual,Second,,Hyderabad,278047,1,1,3,1,5,5,23,330386.2385
Hyundai,i20,2010,16.26357829,989.1701424,85.9705168,Petrol,Automatic,First,Silver,Ahmedabad,352620,1,1,1,1,4,5,15,50000
Honda,Amaze,2002,,1033.457158,74.03062625,Diesel,Manual,Second,Red,Mumbai,476790,1,1,0,1,4,2,23,450848.2831
Kia,Carens,2015,20.7698696,1800.793193,142.9106375,Electric,Automatic,Second,Brown,Hyderabad,180510,1,1,0,1,4,4,10,1104157.564
Mahindra,XUV700,2024,17.38342329,1388.43023,121.6936363,Diesel,Manual,Second,Grey,Pune,9447,1,1,3,1,4,5,1,927380.7837
Ford,Figo,2004,15.7800958,1425.970508,102.2026062,Petrol,Manual,First,Brown,Chennai,374451,1,0,1,1,4,4,21,347702.979
Tata,Harrier,2012,15.25874411,1474.458744,130.8810808,Diesel,,First,White,Delhi,296972,1,0,0,1,4,5,13,50000
Toyota,Corolla,2019,16.6716059,2429.535738,188.1235018,Petrol,Automatic,Second,,Pune,93462,1,1,1,1,2,5,6,1366639.174
Hyundai,Verna,2020,18.70311516,2019.722519,164.5154558,Electric,Automatic,First,Grey,Bangalore,41260,1,0,0,1,5,5,5,760133.6388
Skoda,Octavia,2005,,1705.66868,153.3309592,Petrol,Manual,Second,Grey,,253040,1,1,0,0,4,5,20,553788.577
Mercedes,E-Class,2013,23.37943694,1972.44969,189.9512955,Petrol,Automatic,Second,Brown,Ahmedabad,176688,0,1,1,0,5,5,12,2798674.473
Toyota,Yaris,2022,18.1345269,988.9972141,91.81737161,Electric,Automatic,First,Red,Kolkata,30321,1,1,0,1,5,4,3,852956.4881
Honda,City,2003,11.77235962,1167.721212,109.3965276,Petrol,Automatic,Fourth+,Black,Delhi,427526,1,1,0,1,4,5,22,50000
Skoda,Kushaq,2018,18.44086116,,147.9589848,electrik,Manual,First,White,Delhi,145117,1,1,0,1,5,5,7,776064.4715
Volkswagen,Virtus,2006,21.71855834,,75.19729338,Diesel,Automatic,First,Silver,Pune,469794,1,1,0,1,4,5,19,50000
BMW,3 Series,2021,20.7291064,1408.61484,104.2672821,Petrol,Manual,First,White,,99140,1,0,0,1,2,5,4,2618167.446
Tata,Nexon,2012,12.77979196,1203.554646,113.7697678,Petrol,,First,Brown,Ahmedabad,223444,1,1,0,1,5,4,13,551044.0768
Mercedes,E-Class,2019,12.52309719,828.5057968,,Diesel,Manual,Second,White,Pune,106326,1,1,0,1,4,5,6,3170793.143
Mahindra,Bolero,2010,,1146.473472,110.8882544,Diesel,Manual,First,White,Chennai,88125,0,0,0,1,4,5,15,631041.0821
Volkswagen,Virtus,2007,,1283.991809,107.1694544,Electric,Manual,First,Blue,Kolkata,152892,1,1,0,1,5,5,18,50000
Tata,Nexon,2012,16.03980897,2222.765382,179.6435788,Diesel,Manual,First,Brown,Chennai,194545,1,1,0,1,5,5,13,893873.0061
Kia,Sonet,2023,26.96738126,1424.957642,135.580991,Petrol,Automatic,First,Silver,Delhi,43576,1,0,1,1,4,4,2,685961.2603
BMW,3 Series,2015,16.66766342,,174.8557107,Diesel,Manual,Second,Blue,Bangalore,80620,1,1,0,1,4,7,10,2009439.261
Mercedes,GLA,2019,20.39816529,1799.570046,140.9084541,Petrol,,First,,Chennai,101328,1,1,0,1,4,5,6,3343398.883
Ford,Endeavour,2003,18.18310067,1895.271174,127.9049317,Petrol,Automatic,Second,White,Hyderabad,447238,1,1,0,1,4,5,22,50000
Mahindra,XUV700,2022,,1564.964057,152.731983,Diesel,Automatic,First,Red,Chennai,20394,1,1,0,1,5,5,3,1317566.517
Hyundai,i20,2009,,,91.65070446,Diesel,Manual,Second,Red,Hyderabad,228848,1,1,0,1,4,7,16,617759.5761
Tata,Nexon,2010,21.29979962,2191.045019,182.3163451,Hybrid,Manual,First,Brown,Pune,263025,1,1,0,1,5,5,15,772765.9072
Mahindra,Bolero,2022,18.88254072,1497.170395,,Petrol,Manual,Second,Blue,Chennai,20844,1,1,1,0,5,5,3,841848.3395
Audi,A4,2023,16.07656399,800,68.66802658,Electric,Manual,Second,Blue,Bangalore,29348,1,0,0,1,5,5,2,1853335.889
Mercedes,E-Class,2021,9.665023166,,192.0335173,CNG,Manual,Second,Silver,Mumbai,55344,0,0,0,0,4,5,4,2018342.237
Audi,Q3,2012,19.87998363,1750.652489,147.5387796,Petrol,Manual,First,Silver,Pune,185861,1,1,1,1,2,7,13,1495183.359
Mahindra,XUV700,2018,16.46655961,1059.137549,86.69802128,,Manual,Second,Blue,Mumbai,130109,0,0,0,1,5,5,7,1010259.493
Toyota,Corolla,2009,16.48973937,1759.474329,144.3325822,Petrol,Automatic,Third,Brown,Hyderabad,190720,1,1,0,1,2,5,16,442040.1019
Hyundai,i20,2015,16.30516323,930.4130614,62.22337424,Diesel,Manual,First,Blue,,60870,1,1,0,1,4,5,10,723678.8841
Skoda,Slavia,2024,24.86825069,2859.913129,219.4967584,Diesel,Manual,Fourth+,White,Hyderabad,13335,1,1,0,0,5,5,1,1256681.163
Toyota,Corolla,2016,,1774.273759,139.2073754,Diesel,Manual,Second,Silver,Pune,51759,1,1,0,0,4,5,9,540327.5819
Tata,Harrier,2004,18.74070499,1774.905061,140.6380244,Petrol,,First,Red,Delhi,521787,1,1,0,1,4,2,21,50000
Nissan,Kicks,2019,18.62190903,1634.767424,117.5317676,Petrol,Manual,Second,Silver,Pune,96834,1,1,1,1,5,7,6,678309.7475
Mahindra,XUV700,2019,13.60101859,1345.605347,120.9406112,CNG,Manual,First,Black,Ahmedabad,136626,1,1,0,1,5,5,6,1089337.707
Tata,Harrier,2024,12.85551702,1338.069698,90.26487035,Petrol,Manual,First,Silver,Pune,5391,1,1,0,1,5,5,1,800806.9757
Volkswagen,Taigun,2024,22.4909253,,120.7108172,,,First,White,Kolkata,7886,1,1,0,1,4,5,1,1351337.697
Audi,Q3,2011,16.12615626,1292.268995,105.3701862,Petrol,Manual,Second,,Chennai,327012,1,0,0,1,5,5,14,1118713.232
Tata,Harrier,2020,22.6296617,,93.1695907,Petrol,Automatic,Second,Red,Delhi,28315,1,1,0,1,4,5,5,511760.4301
Nissan,Sunny,2022,24.06090428,1465.978115,141.9070596,Petrol,Automatic,First,Brown,Kolkata,46707,1,1,0,1,5,5,3,857978.0778
Skoda,Slavia,2022,18.06220135,1640.49089,141.0282147,Diesel,Manual,First,Black,Hyderabad,33396,1,1,0,1,5,5,3,1314971.096
Honda,City,2010,19.36899885,1148.441003,48.47894051,,Manual,First,Brown,Kolkata,211935,0,1,1,1,5,4,15,607770.019
Volkswagen,Polo,2006,14.55414151,1581.48792,102.6879292,Petrol,Automatic,Second,Blue,Ahmedabad,346294,1,1,0,1,5,5,19,50000
Skoda,Kushaq,2022,30.39172738,1682.445755,134.2576441,Diesel,Automatic,First,Silver,,47982,1,1,0,1,5,2,3,1315196.664
Ford,EcoSport,2021,20.43292805,1600.708292,146.9065954,Diesel,Automatic,First,Brown,Delhi,83384,1,0,0,1,5,4,4,945344.1517
BMW,X1,2009,22.9069423,2384.903001,171.9843918,Petrol,Manual,Third,Red,Kolkata,112080,1,1,1,1,5,5,16,2242466.466
BMW,3 Series,2016,21.12896043,2344.835917,188.6984944,Petrol,Manual,Second,Silver,Mumbai,177669,1,1,0,1,4,5,9,1074194.439
Mercedes,E-Class,2008,17.50166028,2084.044683,148.4561252,Petrol,Manual,First,Red,,191046,0,0,0,1,4,5,17,1093958.323
Honda,Civic,2014,,1653.756641,136.4814419,Diesel,Manual,First,Black,Mumbai,144936,1,1,0,1,4,5,11,968838.7829
Skoda,Octavia,2010,14.65814618,1580.637209,102.3418394,CNG,Manual,Second,White,Pune,226185,0,1,1,1,5,7,15,671786.444
Skoda,Kushaq,2010,14.52569986,1878.486079,,Petrol,Manual,Third,Grey,Bangalore,198645,1,0,0,0,4,5,15,1185128.635
Ford,Figo,2005,20.3084553,2071.037714,170.1292333,Petrol,Manual,Third,Blue,Pune,245040,1,1,0,1,5,5,20,170013.663
Tata,Nexon,2001,14.60673943,1981.489666,135.9557795,Petrol,Automatic,First,Brown,Hyderabad,187680,1,1,0,1,4,5,24,50000
Mahindra,Scorpio,2022,15.78386414,1459.174204,123.7997574,Diesel,Manual,Second,Grey,Delhi,23301,1,0,0,1,4,5,3,1163256.561
Kia,Carens,2014,18.45920802,1933.79319,133.6804433,CNG,Manual,First,Grey,Ahmedabad,156156,1,1,0,1,5,7,11,212332.6006
Ford,Endeavour,2006,,1326.763213,130.8370505,Petrol,Manual,First,Red,Mumbai,105222,0,1,0,1,4,5,19,241787.5718
Ford,Endeavour,2009,14.77626045,1294.264402,139.3137409,,,Third,Brown,Delhi,346288,1,1,0,1,2,5,16,428030.2977
Tata,Nexon,2011,,1118.953828,90.36615119,CNG,Manual,First,White,Pune,178528,1,1,0,1,4,5,14,631281.8509
Tata,Nexon,2016,11.54679161,,55.04399671,Diesel,Manual,Second,Red,Pune,130599,1,0,1,1,4,7,9,837252.8213
Mahindra,Bolero,2007,22.8023126,1226.608515,,Petrol,Automatic,Third,Red,Ahmedabad,157824,1,1,0,1,4,5,18,758716.5633
Ford,Figo,2005,16.16712988,1137.781135,97.89466826,Hybrid,Automatic,First,Black,Ahmedabad,1702240,1,0,0,1,4,5,20,2974827.183
Kia,Seltos,2004,17.78934099,1493.001145,140.6540423,Diesel,Manual,First,,Bangalore,316260,1,1,0,1,5,7,21,211939.9084
Mahindra,Bolero,2004,21.55491775,2269.758275,180.2528171,Diesel,Manual,Third,Silver,Bangalore,193032,1,1,1,1,4,5,21,546261.6869
Volkswagen,Taigun,2024,15.92406889,1617.681966,157.925591,Electric,Manual,First,,Ahmedabad,12617,1,1,1,1,4,4,1,1395004.8
Toyota,Corolla,2014,22.79974597,1979.918092,196.679104,Petrol,Manual,Second,Brown,Mumbai,137346,1,0,1,0,5,4,11,381909.1451
Skoda,Slavia,2004,16.69633836,1416.823408,103.8269256,CNG,Automatic,First,Red,Chennai,497931,1,1,1,1,4,5,21,50000
Volkswagen,Polo,2001,17.88799781,1092.027987,117.2648947,Petrol,Manual,First,,,198456,1,1,0,1,2,7,24,799107.2448
Tata,Punch,2006,13.38889514,941.969847,51.00099855,Diesel,Manual,First,Black,Hyderabad,173812,0,0,0,1,4,5,19,195958.6803
Nissan,Magnite,2015,18.04200057,1033.555964,47.94614042,Diesel,Automatic,Second,Black,Pune,116320,1,1,0,1,5,5,10,464321.9426
BMW,X3,2007,14.95386409,1066.93111,62.90921859,Electric,Automatic,First,White,Kolkata,657774,1,1,0,1,5,5,18,5412149.054
Skoda,Octavia,2001,20.82872242,919.4134191,86.32379086,Diesel,Manual,First,Grey,Kolkata,422616,0,1,1,1,4,4,24,436625.5682
Ford,Endeavour,2023,16.40114345,2187.48796,148.1851655,Petrol,Manual,First,Brown,Delhi,35360,1,0,0,1,4,5,2,505134.9644
Tata,Nexon,2011,26.25760121,2340.515371,161.5991663,Diesel,Manual,Fourth+,Red,Bangalore,88956,1,1,1,1,4,7,14,427253.1126
Skoda,Kushaq,2022,18.90525305,1662.405712,117.6841482,Diesel,Manual,Second,Red,Pune,21564,1,1,0,1,5,5,3,634006.9892
Nissan,Magnite,2013,17.13505008,,104.9151043,Petrol,Manual,Second,Blue,Hyderabad,262608,1,1,0,1,4,5,12,793891.5416
Mercedes,E-Class,2015,20.14061951,1289.035709,61.07815454,Petrol,Manual,Third,Silver,Mumbai,205210,0,1,0,1,4,5,10,1968090.764
Kia,Sonet,2018,20.60969814,1482.153387,120.8931413,Petrol,Manual,First,Black,Mumbai,50561,1,0,0,1,2,5,7,1443161.723
Skoda,Slavia,2022,21.00705925,1418.204085,86.61381045,Petrol,Automatic,Fourth+,White,Bangalore,40086,1,1,2,1,5,5,3,1113699.258
Honda,Civic,2015,14.94437663,973.519119,73.91843714,Petrol,Manual,First,,Bangalore,236860,1,1,0,1,5,5,10,606625.6845
Honda,City,2000,18.03229736,1379.757592,120.7486242,Petrol,Automatic,First,Red,Pune,352075,1,1,0,1,5,5,25,50000
Volkswagen,Virtus,2004,,959.9790633,72.33624745,Petrol,,First,White,Delhi,307860,1,0,0,1,4,5,21,50000
Mahindra,XUV700,2003,21.75802337,1025.592643,89.89594406,Diesel,Manual,Second,Blue,Delhi,466554,0,1,0,1,4,5,22,50000
Mahindra,XUV700,2019,11.01910525,1513.92831,,,Automatic,First,White,Mumbai,127986,1,1,1,1,4,5,6,414852.1073
Mahindra,XUV700,2005,15.68577372,1322.998444,132.2740227,Petrol,Manual,Second,,Kolkata,152840,1,1,0,1,4,5,20,247894.4373
Audi,Q3,2023,16.37326427,800,44.64044023,Petrol,Manual,First,Red,Pune,11800,0,1,0,1,4,5,2,1142851.71
BMW,X1,2010,24.0614928,1980.927629,110.980093,Petrol,Manual,First,,Pune,184410,1,0,0,1,4,5,15,1745158.273
Mahindra,XUV700,2009,24.75761129,1079.707468,93.43621,Diesel,Automatic,First,,,194224,1,1,0,1,5,5,16,772746.9147
Tata,Nexon,2004,20.19428126,2026.400527,174.5475774,Electric,Manual,First,Black,Chennai,263634,0,1,1,1,5,5,21,635052.4754
Mercedes,C-Class,2013,13.03100591,1236.094918,110.9919029,Petrol,Automatic,First,White,Pune,99624,1,1,1,1,4,5,12,3803008.376
Kia,Seltos,2013,21.5514083,,108.8756222,Petrol,Automatic,Third,Red,,115620,1,1,0,1,5,4,12,282176.1171
Mercedes,GLA,2019,19.17024167,1479.493708,115.4223109,,Automatic,Second,Red,Hyderabad,35796,0,1,0,1,4,5,6,1758617.84
Nissan,Kicks,2011,,1823.2239,127.2818033,CNG,Automatic,Second,Silver,Pune,203350,1,0,0,1,4,5,14,412052.4843
Hyundai,Verna,2002,16.58293523,1591.714284,96.39835778,Petrol,Manual,Second,Black,,231495,1,1,0,1,4,5,23,181537.5339
Hyundai,i20,2004,11.10382187,1404.320813,,Petrol,Manual,Second,Black,Mumbai,140448,0,1,0,1,4,5,21,525203.7291
